索引,股票名称,股票代码,当前价格,涨幅,涨跌额度,成交量（手）,成交额,振幅
3358,粤海饲料,001313,8.11,-1.22%,-0.1,3.96万,3212.64万,3.05%
3359,药易购,300937,24.32,-1.22%,-0.3,9278,2244.90万,2.84%
3360,壹连科技,301631,105.38,-1.22%,-1.3,2417,2545.27万,2.15%
3361,鹏鹞环保,300664,4.86,-1.22%,-0.06,3.52万,1717.16万,2.44%
3362,苏试试验,300416,16.2,-1.22%,-0.2,6.88万,1.13亿,3.11%
3363,爱仕达,002403,13.76,-1.22%,-0.17,3.28万,4503.37万,2.66%
3364,佳电股份,000922,10.51,-1.22%,-0.13,18.68万,1.99亿,6.86%
3365,路桥信息,837748,24.25,-1.22%,-0.3,3922,949.59万,2.61%
3366,澳弘电子,605058,21.82,-1.22%,-0.27,7431,1624.45万,2.22%
3367,华测检测,300012,11.31,-1.22%,-0.14,10.02万,1.14亿,1.75%
3368,景业智能,688290,45.97,-1.22%,-0.57,1.80万,8482.43万,8.01%
3369,四维图新,002405,8.06,-1.23%,-0.1,12.15万,9813.32万,2.08%
3370,铁龙物流,600125,5.63,-1.23%,-0.07,7.13万,4013.64万,1.58%
3371,中洲特材,300963,17.69,-1.23%,-0.22,38.61万,7.20亿,13.29%
3372,天赐材料,002709,16.88,-1.23%,-0.21,6.01万,1.01亿,1.52%
3373,中新集团,601512,7.23,-1.23%,-0.09,1.22万,882.71万,1.78%
3374,派瑞股份,300831,13.65,-1.23%,-0.17,1.81万,2473.86万,2.17%
3375,奥迪威,832491,28.88,-1.23%,-0.36,2.43万,6982.89万,3.25%
3376,众鑫股份,603091,44.12,-1.23%,-0.55,5297,2332.90万,2.01%
3377,ST墨龙,002490,4.01,-1.23%,-0.05,10.22万,4085.32万,5.17%
3378,延江股份,300658,5.61,-1.23%,-0.07,4.25万,2373.42万,2.99%
3379,华西证券,002926,8.01,-1.23%,-0.1,10.29万,8228.10万,1.85%
3380,中重科技,603135,8.8,-1.23%,-0.11,1.21万,1069.39万,2.24%
3381,双飞集团,300817,25.6,-1.23%,-0.32,5.14万,1.31亿,4.17%
3382,远光软件,002063,5.6,-1.23%,-0.07,22.11万,1.24亿,2.65%
3383,浙江鼎力,603338,42.34,-1.24%,-0.53,5.98万,2.53亿,2.15%
3384,丽臣实业,001218,16.77,-1.24%,-0.21,8026,1345.04万,2.71%
3385,丸美生物,603983,40.72,-1.24%,-0.51,3.12万,1.23亿,7.74%
3386,东岳硅材,300821,7.18,-1.24%,-0.09,3.31万,2372.06万,2.48%
3387,国机精工,002046,14.36,-1.24%,-0.18,5.60万,8042.13万,2.20%
3388,东华软件,002065,9.57,-1.24%,-0.12,46.45万,4.48亿,3.10%
3389,爱克股份,300889,15.15,-1.24%,-0.19,1.29万,1952.05万,2.93%
3390,金凯生科,301509,30.28,-1.24%,-0.38,4.75万,1.43亿,3.36%
3391,湖北能源,000883,4.78,-1.24%,-0.06,39.26万,1.87亿,1.65%
3392,浩物股份,000757,3.98,-1.24%,-0.05,7.34万,2913.11万,2.73%
3393,财达证券,600906,6.36,-1.24%,-0.08,8.86万,5631.53万,2.17%
3394,*ST东晶,002199,4.77,-1.24%,-0.06,4.31万,2057.82万,3.52%
3395,金三江,301059,10.32,-1.24%,-0.13,1.39万,1431.99万,3.54%
3396,建设工业,002265,19.83,-1.25%,-0.25,5.39万,1.07亿,2.39%
3397,汇绿生态,001267,7.93,-1.25%,-0.1,4.70万,3766.72万,3.74%
3398,三祥新材,603663,22.99,-1.25%,-0.29,5.98万,1.39亿,2.79%
3399,天通股份,600330,6.34,-1.25%,-0.08,6.86万,4356.97万,1.87%
3400,中国平安,601318,50.69,-1.25%,-0.64,30.36万,15.34亿,1.69%
3401,苏轴股份,430418,37.9,-1.25%,-0.48,2.22万,8352.97万,3.54%
3402,通合科技,300491,15.78,-1.25%,-0.2,2.02万,3198.76万,3.82%
3403,天融信,002212,7.1,-1.25%,-0.09,13.10万,9341.55万,2.78%
3404,润邦股份,002483,6.29,-1.26%,-0.08,7.76万,4892.80万,2.04%
3405,茂硕电源,002660,8.64,-1.26%,-0.11,2.90万,2508.62万,2.40%
3406,美晨科技,300237,1.57,-1.26%,-0.02,40.90万,6344.88万,5.66%
3407,康普顿,603798,8.63,-1.26%,-0.11,1.12万,974.19万,1.60%
3408,古鳌科技,300551,7.84,-1.26%,-0.1,4.80万,3763.79万,3.15%
3409,彩虹集团,003023,18.8,-1.26%,-0.24,1.57万,2999.22万,4.20%
3410,惠城环保,300779,129.23,-1.26%,-1.65,8704,1.13亿,3.19%
3411,海容冷链,603187,10.96,-1.26%,-0.14,1.99万,2197.29万,2.25%
3412,新亚电缆,001382,21.92,-1.26%,-0.28,5.92万,1.32亿,3.65%
3413,我武生物,300357,19.56,-1.26%,-0.25,2.30万,4492.78万,1.92%
3414,星华新材,301077,35.2,-1.26%,-0.45,2.78万,9741.46万,2.75%
3415,裕同科技,002831,21.08,-1.26%,-0.27,1.75万,3699.66万,2.11%
3416,金隅集团,601992,1.56,-1.27%,-0.02,27.31万,4259.98万,1.90%
3417,和仁科技,300550,11.7,-1.27%,-0.15,1.13万,1318.81万,3.29%
3418,立方数科,300344,7.8,-1.27%,-0.1,20.21万,1.57亿,4.43%
3419,新宙邦,300037,30.4,-1.27%,-0.39,2.40万,7263.42万,2.40%
3420,长虹华意,000404,7.01,-1.27%,-0.09,8.86万,6229.65万,2.39%
3421,福石控股,300071,4.66,-1.27%,-0.06,15.32万,7141.66万,3.39%
3422,华英农业,002321,2.33,-1.27%,-0.03,14.65万,3417.74万,2.12%
3423,飞科电器,603868,34.17,-1.27%,-0.44,3260,1117.17万,1.53%
3424,华润微,688396,46.58,-1.27%,-0.6,1.13万,5253.54万,1.31%
3425,信达证券,601059,14.75,-1.27%,-0.19,14.35万,2.11亿,1.87%
3426,北陆药业,300016,6.21,-1.27%,-0.08,4.85万,3010.28万,3.02%
3427,佳云科技,300242,3.88,-1.27%,-0.05,8.39万,3246.72万,3.31%
3428,帝欧家居,002798,3.88,-1.27%,-0.05,3.28万,1265.55万,3.56%
3429,万向德农,600371,9.3,-1.27%,-0.12,6.48万,6094.13万,2.87%
3430,*ST围海,002586,3.1,-1.27%,-0.04,6.54万,2056.45万,4.46%
3431,蔚蓝锂芯,002245,12.4,-1.27%,-0.16,13.38万,1.66亿,2.07%
3432,浙江交科,002061,3.87,-1.28%,-0.05,21.38万,8317.73万,2.81%
3433,元道通信,301139,26.3,-1.28%,-0.34,2.42万,6413.10万,3.94%
3434,苏轴股份,430418,37.89,-1.28%,-0.49,2.22万,8353.35万,3.54%
3435,法尔胜,000890,3.09,-1.28%,-0.04,3.59万,1109.57万,3.83%
3436,中荣股份,301223,16.21,-1.28%,-0.21,3807,617.19万,2.07%
3437,致远互联,688369,26.95,-1.28%,-0.35,2.25万,6039.14万,3.41%
3438,新亚电子,605277,15.4,-1.28%,-0.2,2.11万,3254.64万,1.67%
3439,青松建化,600425,3.85,-1.28%,-0.05,9.09万,3512.61万,1.28%
3440,荃银高科,300087,9.24,-1.28%,-0.12,12.26万,1.14亿,2.35%
3441,贵绳股份,600992,13.08,-1.28%,-0.17,1.93万,2524.84万,2.19%
3442,电工合金,300697,14.61,-1.28%,-0.19,3.70万,5390.55万,1.96%
3443,新洁能,605111,30.72,-1.29%,-0.4,4.57万,1.40亿,2.12%
3444,泰晶科技,603738,13.81,-1.29%,-0.18,2.60万,3591.37万,1.93%
3445,金科环境,688466,15.33,-1.29%,-0.2,7752,1198.54万,4.31%
3446,青鸟消防,002960,10.73,-1.29%,-0.14,2.71万,2912.16万,2.21%
3447,梅安森,300275,12.25,-1.29%,-0.16,3.33万,4091.92万,2.50%
3448,永信至诚,688244,36.74,-1.29%,-0.48,8472,3085.61万,3.68%
3449,云煤能源,600792,3.06,-1.29%,-0.04,5.44万,1661.98万,2.26%
3450,高铁电气,688285,7.64,-1.29%,-0.1,1.12万,864.08万,3.23%
3451,瑞德智能,301135,22.91,-1.29%,-0.3,8253,1894.10万,2.84%
3452,恒铭达,002947,31.3,-1.29%,-0.41,3.60万,1.14亿,4.19%
3453,通用股份,601500,4.58,-1.29%,-0.06,12.08万,5527.66万,1.94%
3454,雪祺电气,001387,12.21,-1.29%,-0.16,1.63万,1990.46万,3.40%
3455,小方制药,603207,25.94,-1.29%,-0.34,1.27万,3291.42万,1.71%
3456,航天电子,600879,8.38,-1.30%,-0.11,15.70万,1.31亿,2.47%
3457,青岛双星,000599,4.57,-1.30%,-0.06,18.91万,8681.70万,3.89%
3458,炬申股份,001202,15.99,-1.30%,-0.21,1.50万,2396.87万,3.58%
3459,科汇股份,688681,12.18,-1.30%,-0.16,1.00万,1217.93万,3.81%
3460,昆工科技,831152,19.03,-1.30%,-0.25,4373,830.00万,3.63%
3461,福能东方,300173,5.31,-1.30%,-0.07,11.17万,5947.71万,3.53%
3462,铜冠矿建,920019,19.72,-1.30%,-0.26,7029,1377.05万,3.90%
3463,至纯科技,603690,25.78,-1.30%,-0.34,9.75万,2.51亿,2.60%
3464,晓鸣股份,300967,18.95,-1.30%,-0.25,4.22万,8034.20万,3.07%
3465,盛洋科技,603703,9.85,-1.30%,-0.13,1.94万,1922.93万,2.40%
3466,欣灵电气,301388,21.2,-1.30%,-0.28,5753,1220.41万,3.17%
3467,朗特智能,300916,26.47,-1.30%,-0.35,7841,2076.80万,2.72%
3468,杭州柯林,688611,43.1,-1.31%,-0.57,4007,1727.06万,3.60%
3469,新华医疗,600587,15.12,-1.31%,-0.2,2.17万,3289.32万,1.83%
3470,卓兆点胶,873726,24.93,-1.31%,-0.33,8904,2195.49万,3.68%
3471,惠城环保,300779,129.17,-1.31%,-1.71,8728,1.13亿,3.19%
3472,友邦吊顶,002718,12.82,-1.31%,-0.17,1.14万,1462.10万,4.54%
3473,健民集团,600976,42.96,-1.31%,-0.57,9646,4161.30万,2.07%
3474,中铝国际,601068,4.52,-1.31%,-0.06,14.80万,6694.35万,1.53%
3475,华塑股份,600935,2.26,-1.31%,-0.03,10.39万,2340.65万,2.62%
3476,冰山冷热,000530,5.27,-1.31%,-0.07,15.56万,8240.57万,3.56%
3477,双飞集团,300817,25.58,-1.31%,-0.34,5.15万,1.31亿,4.17%
3478,好莱客,603898,9.77,-1.31%,-0.13,4455,436.43万,2.32%
3479,通合科技,300491,15.77,-1.31%,-0.21,2.02万,3199.71万,3.82%
3480,北方长龙,301357,31.53,-1.31%,-0.42,9455,2991.41万,3.38%
3481,强邦新材,001279,39.66,-1.32%,-0.53,3.58万,1.43亿,3.83%
3482,联动科技,301369,46.37,-1.32%,-0.62,5500,2547.56万,2.23%
3483,汇源通信,000586,8.97,-1.32%,-0.12,1.89万,1699.05万,2.97%
3484,中京电子,002579,7.47,-1.32%,-0.1,5.65万,4227.90万,1.85%
3485,楚天科技,300358,6.72,-1.32%,-0.09,4.06万,2717.60万,2.06%
3486,武汉蓝电,830779,43.96,-1.32%,-0.59,9976,4359.00万,6.53%
3487,孚日股份,002083,4.47,-1.32%,-0.06,6.95万,3114.42万,2.21%
3488,东亚药业,605177,16.36,-1.33%,-0.22,8812,1440.81万,2.41%
3489,华光环能,600475,8.91,-1.33%,-0.12,1.61万,1436.64万,1.66%
3490,飞科电器,603868,34.15,-1.33%,-0.46,3279,1123.66万,1.53%
3491,通化东宝,600867,7.42,-1.33%,-0.1,11.66万,8637.94万,2.26%
3492,渤海轮渡,603167,8.9,-1.33%,-0.12,6.25万,5584.50万,2.00%
3493,中再资环,600217,4.45,-1.33%,-0.06,6.34万,2828.07万,1.77%
3494,*ST开元,300338,4.45,-1.33%,-0.06,7.46万,3358.56万,5.54%
3495,科瑞技术,002957,14.83,-1.33%,-0.2,2.30万,3406.35万,2.13%
3496,浙江黎明,603048,16.3,-1.33%,-0.22,8147,1327.65万,2.18%
3497,爱美客,300896,174.83,-1.33%,-2.36,9365,1.64亿,2.14%
3498,开尔新材,300234,4.44,-1.33%,-0.06,3.13万,1394.45万,3.33%
3499,大丰实业,603081,10.35,-1.33%,-0.14,3.46万,3582.18万,2.38%
3500,迦南智能,300880,20.67,-1.34%,-0.28,1.86万,3868.08万,3.44%
3501,亚光股份,603282,14.74,-1.34%,-0.2,4768,700.78万,3.15%
3502,信达证券,601059,14.74,-1.34%,-0.2,14.44万,2.12亿,1.87%
3503,南京高科,600064,7.37,-1.34%,-0.1,9.12万,6748.54万,2.01%
3504,雅葆轩,870357,21.35,-1.34%,-0.29,4263,904.46万,2.82%
3505,四创电子,600990,18.4,-1.34%,-0.25,1.58万,2914.88万,2.31%
3506,华瑞股份,300626,8.83,-1.34%,-0.12,1.45万,1281.20万,3.24%
3507,特  力Ａ,000025,16.89,-1.34%,-0.23,9.15万,1.55亿,2.04%
3508,中简科技,300777,34.51,-1.34%,-0.47,4.88万,1.69亿,1.86%
3509,众合科技,000925,7.34,-1.34%,-0.1,4.69万,3455.83万,2.02%
3510,星华新材,301077,35.17,-1.35%,-0.48,2.78万,9749.56万,2.75%
3511,纳思达,002180,21.98,-1.35%,-0.3,5.67万,1.25亿,1.89%
3512,特宝生物,688278,73.75,-1.35%,-1.01,9311,6894.90万,1.54%
3513,中安科,600654,2.92,-1.35%,-0.04,13.78万,4025.17万,2.36%
3514,大众交通,600611,5.84,-1.35%,-0.08,14.02万,8201.36万,2.03%
3515,元道通信,301139,26.28,-1.35%,-0.36,2.42万,6414.67万,3.94%
3516,新亚电缆,001382,21.9,-1.35%,-0.3,5.92万,1.32亿,3.65%
3517,长盈精密,300115,21.14,-1.35%,-0.29,28.10万,5.93亿,2.15%
3518,葫芦娃,605199,13.12,-1.35%,-0.18,2.75万,3598.40万,2.03%
3519,智信精密,301512,37.17,-1.35%,-0.51,5680,2120.95万,2.31%
3520,博汇股份,300839,8.01,-1.35%,-0.11,1.82万,1449.93万,3.08%
3521,辽宁能源,600758,3.61,-1.37%,-0.05,15.88万,5775.66万,3.83%
3522,联翔股份,603272,15.16,-1.37%,-0.21,6613,1002.96万,3.45%
3523,香溢融通,600830,8.66,-1.37%,-0.12,4.43万,3846.34万,2.85%
3524,横店东磁,002056,12.98,-1.37%,-0.18,11.51万,1.50亿,1.98%
3525,鸿铭股份,301105,30.27,-1.37%,-0.42,4408,1334.95万,3.88%
3526,宝莫股份,002476,4.32,-1.37%,-0.06,7.53万,3248.75万,2.74%
3527,汇绿生态,001267,7.92,-1.37%,-0.11,4.81万,3857.19万,3.74%
3528,新农股份,002942,15.83,-1.37%,-0.22,7107,1122.12万,3.24%
3529,江瀚新材,603281,23.69,-1.37%,-0.33,8876,2105.77万,1.92%
3530,中巨芯-U,688549,7.17,-1.38%,-0.1,3.29万,2362.55万,1.79%
3531,东岳硅材,300821,7.17,-1.38%,-0.1,3.31万,2373.57万,2.48%
3532,艾迪精密,603638,18.63,-1.38%,-0.26,1.57万,2925.64万,2.96%
3533,凯淳股份,301001,29.37,-1.38%,-0.41,2.22万,6554.32万,4.37%
3534,英可瑞,300713,13.61,-1.38%,-0.19,2.03万,2772.33万,3.91%
3535,ST智知,603869,5.73,-1.38%,-0.08,8495,485.70万,2.58%
3536,万润新能,688275,34.33,-1.38%,-0.48,3981,1363.56万,2.84%
3537,方正科技,600601,4.29,-1.38%,-0.06,27.36万,1.18亿,2.30%
3538,晋控电力,000767,2.86,-1.38%,-0.04,53.12万,1.53亿,3.79%
3539,青鸟消防,002960,10.72,-1.38%,-0.15,2.71万,2912.59万,2.21%
3540,金博股份,688598,25.72,-1.38%,-0.36,1.52万,3905.20万,2.91%
3541,美盈森,002303,3.55,-1.39%,-0.05,14.69万,5214.26万,2.78%
3542,亿道信息,001314,41.87,-1.39%,-0.59,1.49万,6205.87万,2.33%
3543,浙江世宝,002703,11.35,-1.39%,-0.16,6.96万,7921.27万,2.43%
3544,肇民科技,301000,53.88,-1.39%,-0.76,10.55万,5.68亿,6.26%
3545,特宝生物,688278,73.72,-1.39%,-1.04,9354,6926.46万,1.54%
3546,鸿日达,301285,29.06,-1.39%,-0.41,1.28万,3693.22万,3.60%
3547,睿智医药,300149,5.67,-1.39%,-0.08,5.09万,2873.70万,3.13%
3548,遥望科技,002291,5.67,-1.39%,-0.08,13.30万,7537.16万,2.96%
3549,立方数科,300344,7.79,-1.39%,-0.11,20.35万,1.58亿,4.43%
3550,海新能科,300072,2.83,-1.39%,-0.04,10.62万,3009.14万,3.14%
3551,仁度生物,688193,34.65,-1.39%,-0.49,990,342.87万,2.93%
3552,康尼机电,603111,6.36,-1.40%,-0.09,4.02万,2558.00万,2.64%
3553,建发股份,600153,10.6,-1.40%,-0.15,9.07万,9624.40万,2.51%
3554,飞沃科技,301232,25.44,-1.40%,-0.36,1.68万,4301.35万,3.29%
3555,嘉亨家化,300955,16.24,-1.40%,-0.23,9982,1610.81万,3.64%
3556,力合微,688589,24.71,-1.40%,-0.35,1.72万,4238.64万,2.43%
3557,金春股份,300877,14.12,-1.40%,-0.2,1.10万,1555.00万,3.91%
3558,杭州柯林,688611,43.06,-1.40%,-0.61,4009,1727.92万,3.60%
3559,中熔电气,301031,119.26,-1.40%,-1.69,2967,3544.99万,2.26%
3560,千禾味业,603027,11.29,-1.40%,-0.16,5.51万,6227.45万,1.75%
3561,博纳影业,001330,4.23,-1.40%,-0.06,6.14万,2595.56万,1.86%
3562,甘肃能源,000791,7.05,-1.40%,-0.1,38.52万,2.71亿,2.66%
3563,明冠新材,688560,11.98,-1.40%,-0.17,7309,871.04万,2.72%
3564,华伍股份,300095,6.34,-1.40%,-0.09,3.02万,1911.11万,3.42%
3565,长盈精密,300115,21.13,-1.40%,-0.3,28.13万,5.94亿,2.15%
3566,太阳电缆,002300,5.63,-1.40%,-0.08,7.43万,4208.14万,2.28%
3567,特  力Ａ,000025,16.88,-1.40%,-0.24,9.15万,1.55亿,2.04%
3568,国货航,001391,7.02,-1.40%,-0.1,33.95万,2.39亿,2.25%
3569,陕建股份,600248,4.21,-1.41%,-0.06,8.51万,3601.65万,2.11%
3570,岱勒新材,300700,8.42,-1.41%,-0.12,4.93万,4140.61万,2.58%
3571,美能能源,001299,14.71,-1.41%,-0.21,2.42万,3587.06万,2.55%
3572,山西焦化,600740,3.5,-1.41%,-0.05,10.42万,3650.92万,1.69%
3573,维科技术,600152,5.6,-1.41%,-0.08,4.58万,2565.01万,3.35%
3574,延江股份,300658,5.6,-1.41%,-0.08,4.25万,2373.76万,2.99%
3575,南山智尚,300918,18.88,-1.41%,-0.27,15.86万,2.97亿,6.37%
3576,华宏科技,002645,6.99,-1.41%,-0.1,7.80万,5407.25万,3.24%
3577,爱司凯,300521,20.27,-1.41%,-0.29,1.34万,2714.20万,2.92%
3578,东方环宇,603706,18.17,-1.41%,-0.26,6297,1149.10万,2.44%
3579,远光软件,002063,5.59,-1.41%,-0.08,22.17万,1.25亿,2.65%
3580,冀东水泥,000401,4.89,-1.41%,-0.07,6.02万,2950.50万,1.81%
3581,南京新百,600682,6.28,-1.41%,-0.09,5.37万,3378.07万,1.88%
3582,永太科技,002326,9.75,-1.42%,-0.14,7.18万,6991.24万,3.24%
3583,浙江震元,000705,7.66,-1.42%,-0.11,2.76万,2110.95万,1.93%
3584,嘉华股份,603182,12.53,-1.42%,-0.18,1.31万,1645.26万,2.91%
3585,莱赛激光,871263,17.38,-1.42%,-0.25,8873,1532.48万,5.45%
3586,光莆股份,300632,11.12,-1.42%,-0.16,2.02万,2249.07万,2.30%
3587,中铁装配,300374,15.29,-1.42%,-0.22,2.10万,3217.48万,2.51%
3588,江苏国泰,002091,6.95,-1.42%,-0.1,5.98万,4159.09万,2.13%
3589,协鑫能科,002015,6.95,-1.42%,-0.1,8.18万,5699.92万,2.13%
3590,金博股份,688598,25.71,-1.42%,-0.37,1.52万,3905.84万,2.91%
3591,亚翔集成,603929,28.48,-1.42%,-0.41,1.71万,4904.19万,2.42%
3592,中国西电,601179,6.25,-1.42%,-0.09,38.15万,2.39亿,2.37%
3593,宇环数控,002903,20.13,-1.42%,-0.29,3.34万,6718.97万,2.84%
3594,科美诊断,688468,6.94,-1.42%,-0.1,2.09万,1451.11万,2.41%
3595,旋极信息,300324,3.47,-1.42%,-0.05,30.91万,1.08亿,3.13%
3596,沪宁股份,300669,20.8,-1.42%,-0.3,4452,928.17万,2.27%
3597,康泰医学,300869,12.47,-1.42%,-0.18,1.57万,1946.84万,2.53%
3598,洲际油气,600759,2.07,-1.43%,-0.03,53.11万,1.10亿,1.90%
3599,龙泉股份,002671,4.14,-1.43%,-0.06,4.78万,1997.65万,3.81%
3600,贝仕达克,300822,20.69,-1.43%,-0.3,8.90万,1.82亿,6.91%
3601,龙泉股份,002671,4.14,-1.43%,-0.06,4.78万,1997.65万,3.81%
3602,贝仕达克,300822,20.69,-1.43%,-0.3,8.90万,1.82亿,6.91%
3603,中科金财,002657,19.3,-1.43%,-0.28,13.15万,2.57亿,3.83%
3604,汇源通信,000586,8.96,-1.43%,-0.13,1.90万,1699.86万,2.97%
3605,航亚科技,688510,17.9,-1.43%,-0.26,3.05万,5455.97万,2.37%
3606,智光电气,002169,6.19,-1.43%,-0.09,41.66万,2.62亿,5.57%
3607,花溪科技,872895,17.18,-1.43%,-0.25,5269,890.16万,5.74%
3608,重药控股,000950,4.81,-1.43%,-0.07,8.45万,4061.50万,1.84%
3609,爱慕股份,603511,13.74,-1.43%,-0.2,4.33万,5935.73万,3.37%
3610,齐心集团,002301,6.87,-1.43%,-0.1,6.59万,4501.62万,2.58%
3611,启明信息,002232,16.48,-1.44%,-0.24,1.85万,3061.08万,2.87%
3612,得邦照明,603303,11.67,-1.44%,-0.17,7042,822.54万,1.86%
3613,航发动力,600893,32.93,-1.44%,-0.48,7.22万,2.38亿,1.59%
3614,金银河,300619,23.32,-1.44%,-0.34,8355,1948.83万,2.28%
3615,旗滨集团,601636,5.48,-1.44%,-0.08,9.80万,5369.66万,2.70%
3616,永泰能源,600157,1.37,-1.44%,-0.02,310.46万,4.26亿,2.16%
3617,湘潭电化,002125,9.59,-1.44%,-0.14,2.94万,2825.94万,2.16%
3618,电投产融,000958,6.85,-1.44%,-0.1,61.09万,4.22亿,4.03%
3619,孚能科技,688567,12.32,-1.44%,-0.18,3.72万,4586.06万,3.20%
3620,精进电动-UW,688280,4.79,-1.44%,-0.07,4.27万,2038.35万,4.12%
3621,鲁信创投,600783,11.63,-1.44%,-0.17,1.73万,2014.44万,2.37%
3622,西南证券,600369,4.1,-1.44%,-0.06,15.66万,6412.97万,1.92%
3623,航天发展,000547,6.83,-1.44%,-0.1,5.85万,4006.62万,1.73%
3624,横店东磁,002056,12.97,-1.44%,-0.19,11.52万,1.50亿,1.98%
3625,凯淳股份,301001,29.35,-1.44%,-0.43,2.22万,6559.31万,4.37%
3626,国机精工,002046,14.33,-1.44%,-0.21,5.62万,8060.63万,2.20%
3627,长盈精密,300115,21.12,-1.45%,-0.31,28.17万,5.95亿,2.15%
3628,敷尔佳,301371,31.3,-1.45%,-0.46,4253,1332.10万,2.93%
3629,建元信托,600816,2.72,-1.45%,-0.04,16.31万,4461.20万,2.54%
3630,澳柯玛,600336,6.12,-1.45%,-0.09,4.98万,3071.29万,3.70%
3631,英可瑞,300713,13.6,-1.45%,-0.2,2.03万,2773.28万,3.91%
3632,明阳电气,301291,42.1,-1.45%,-0.62,9441,3996.30万,2.67%
3633,宇通客车,600066,27.16,-1.45%,-0.4,20.64万,5.47亿,4.93%
3634,浙矿股份,300837,20.36,-1.45%,-0.3,5838,1185.48万,3.05%
3635,翔丰华,300890,24.43,-1.45%,-0.36,1.33万,3254.06万,2.58%
3636,荣丰控股,000668,4.75,-1.45%,-0.07,5.53万,2521.27万,7.68%
3637,宏盛华源,601096,4.07,-1.45%,-0.06,5.43万,2212.16万,1.45%
3638,亚翔集成,603929,28.47,-1.45%,-0.42,1.71万,4905.33万,2.42%
3639,维康药业,300878,14.23,-1.45%,-0.21,1.08万,1524.58万,4.36%
3640,雪榕生物,300511,4.74,-1.46%,-0.07,18.65万,8932.49万,6.65%
3641,有研粉材,688456,32.11,-1.47%,-0.48,4532,1456.64万,1.87%
3642,天铁科技,300587,4.68,-1.47%,-0.07,13.24万,6160.23万,1.89%
3643,美能能源,001299,14.7,-1.47%,-0.22,2.45万,3631.76万,2.55%
3644,百合花,603823,10.02,-1.47%,-0.15,2.75万,2749.03万,2.26%
3645,凤形股份,002760,18.03,-1.48%,-0.27,1.81万,3269.92万,4.10%
3646,西点药业,301130,26.02,-1.48%,-0.39,4717,1225.32万,2.46%
3647,贝仕达克,300822,20.68,-1.48%,-0.31,8.90万,1.83亿,6.91%
3648,久之洋,300516,29.34,-1.48%,-0.44,8109,2379.14万,2.92%
3649,博汇股份,300839,8,-1.48%,-0.12,1.82万,1450.01万,3.08%
3650,万马股份,002276,14,-1.48%,-0.21,41.52万,5.86亿,3.52%
3651,凤凰光学,600071,19.31,-1.48%,-0.29,1.47万,2842.15万,2.09%
3652,香溢融通,600830,8.65,-1.48%,-0.13,4.43万,3848.85万,2.85%
3653,世名科技,300522,12.63,-1.48%,-0.19,1.47万,1855.33万,1.95%
3654,捷荣技术,002855,15.94,-1.48%,-0.24,1.16万,1849.03万,1.73%
3655,闰土股份,002440,6.64,-1.48%,-0.1,3.10万,2065.06万,2.23%
3656,小方制药,603207,25.89,-1.48%,-0.39,1.27万,3295.83万,1.71%
3657,骏创科技,833533,51.11,-1.48%,-0.77,1.75万,8982.44万,3.35%
3658,蓝思科技,300433,20.57,-1.48%,-0.31,29.17万,6.01亿,2.73%
3659,中设股份,002883,9.95,-1.49%,-0.15,1.61万,1602.66万,2.87%
3660,金自天正,600560,14.59,-1.49%,-0.22,1.67万,2450.88万,2.50%
3661,中国卫通,601698,19.21,-1.49%,-0.29,7.72万,1.48亿,2.00%
3662,天坛生物,600161,19.2,-1.49%,-0.29,12.10万,2.34亿,1.54%
3663,金 螳 螂,002081,3.31,-1.49%,-0.05,7.97万,2648.33万,2.08%
3664,浩物股份,000757,3.97,-1.49%,-0.06,7.35万,2914.69万,2.73%
3665,上海能源,600508,11.23,-1.49%,-0.17,3.28万,3665.54万,2.37%
3666,华力创通,300045,16.51,-1.49%,-0.25,5.75万,9496.41万,3.04%
3667,中文传媒,600373,10.56,-1.49%,-0.16,6.48万,6873.10万,2.05%
3668,同德化工,002360,4.62,-1.49%,-0.07,2.85万,1317.03万,2.35%
3669,莱宝高科,002106,9.24,-1.49%,-0.14,7.22万,6678.95万,2.24%
3670,近岸蛋白,688137,32.3,-1.49%,-0.49,2268,730.53万,2.68%
3671,启明信息,002232,16.47,-1.50%,-0.25,1.85万,3063.55万,2.87%
3672,安达科技,830809,5.27,-1.50%,-0.08,1.81万,958.42万,4.11%
3673,中远海科,002401,14.49,-1.50%,-0.22,3.98万,5779.34万,2.92%
3674,长江材料,001296,16.46,-1.50%,-0.25,6988,1153.94万,2.45%
3675,晋西车轴,600495,3.95,-1.50%,-0.06,6.42万,2560.01万,2.49%
3676,泰恩康,301263,19.75,-1.50%,-0.3,1.61万,3177.49万,1.85%
3677,盛剑科技,603324,23.04,-1.50%,-0.35,6925,1595.35万,1.54%
3678,津膜科技,300334,5.92,-1.50%,-0.09,2.57万,1523.61万,3.99%
3679,晶科科技,601778,2.63,-1.50%,-0.04,32.25万,8519.03万,2.25%
3680,博汇科技,688004,15.12,-1.50%,-0.23,1.01万,1524.25万,3.97%
3681,盛剑科技,603324,23.04,-1.50%,-0.35,6925,1595.35万,1.54%
3682,津膜科技,300334,5.92,-1.50%,-0.09,2.57万,1523.61万,3.99%
3683,晶科科技,601778,2.63,-1.50%,-0.04,32.25万,8520.22万,2.25%
3684,博汇科技,688004,15.12,-1.50%,-0.23,1.01万,1524.25万,3.97%
